PaymentTransaction,Account
TXN0000232,ACC000303
TXN0000233,ACC000081
TXN0000234,ACC000535
TXN0000235,ACC000029
TXN0000236,ACC000169
TXN0000237,ACC000564
TXN0000238,ACC000534
TXN0000239,ACC000180
TXN0000240,ACC000346
TXN0000241,ACC000142
TXN0000242,ACC000077
TXN0000243,ACC000175
TXN0000244,ACC000535
TXN0000245,ACC000553
TXN0000246,ACC000390
TXN0000247,ACC000443
TXN0000248,ACC000598
TXN0000249,ACC000042
TXN0000250,ACC000323
TXN0000251,ACC000279
TXN0000252,ACC000399
TXN0000253,ACC000538
TXN0000254,ACC000317
TXN0000255,ACC000179
TXN0000256,ACC000549
TXN0000257,ACC000513
TXN0000258,ACC000160
TXN0000259,ACC000545
TXN0000260,ACC000293
TXN0000261,ACC000459
TXN0000262,ACC000036
TXN0000263,ACC000336
TXN0000264,ACC000157
TXN0000265,ACC000045
TXN0000266,ACC000248
TXN0000267,ACC000081
TXN0000268,ACC000225
TXN0000269,ACC000171
TXN0000270,ACC000553
TXN0000271,ACC000568
TXN0000272,ACC000471
TXN0000273,ACC000093
TXN0000274,ACC000171
TXN0000275,ACC000214
TXN0000276,ACC000163
TXN0000277,ACC000017
TXN0000278,ACC000212
TXN0000279,ACC000442
TXN0000280,ACC000390
TXN0000281,ACC000535
TXN0000282,ACC000446
TXN0000283,ACC000300
TXN0000284,ACC000129
TXN0000285,ACC000453
TXN0000286,ACC000492
TXN0000287,ACC000558
TXN0000288,ACC000398
TXN0000289,ACC000139
TXN0000290,ACC000437
TXN0000291,ACC000554
TXN0000292,ACC000346
TXN0000293,ACC000190
TXN0000294,ACC000482
TXN0000295,ACC000147
TXN0000296,ACC000541
TXN0000297,ACC000473
TXN0000298,ACC000387
TXN0000299,ACC000029
TXN0000300,ACC000249
TXN0000301,ACC000153
TXN0000302,ACC000006
TXN0000303,ACC000517
TXN0000304,ACC000494
TXN0000305,ACC000459
TXN0000306,ACC000574
TXN0000307,ACC000231
TXN0000308,ACC000275
TXN0000309,ACC000448
TXN0000310,ACC000081
TXN0000311,ACC000007
TXN0000312,ACC000416
TXN0000313,ACC000186
TXN0000314,ACC000549
TXN0000315,ACC000233
TXN0000316,ACC000227
TXN0000317,ACC000272
TXN0000318,ACC000355
TXN0000319,ACC000377
TXN0000320,ACC000491
TXN0000321,ACC000248
TXN0000322,ACC000350
TXN0000323,ACC000435
TXN0000324,ACC000177
TXN0000325,ACC000197
TXN0000326,ACC000132
TXN0000327,ACC000463
TXN0000328,ACC000511
TXN0000329,ACC000037
TXN0000330,ACC000057
TXN0000331,ACC000260
TXN0000332,ACC000338
TXN0000333,ACC000218
TXN0000334,ACC000347
TXN0000335,ACC000543
TXN0000336,ACC000365
TXN0000337,ACC000598
TXN0000338,ACC000481
TXN0000339,ACC000223
TXN0000340,ACC000062
TXN0000341,ACC000128
TXN0000342,ACC000473
TXN0000343,ACC000225
TXN0000344,ACC000129
TXN0000345,ACC000174
TXN0000346,ACC000563
TXN0000347,ACC000352
TXN0000348,ACC000458
TXN0000349,ACC000023
TXN0000350,ACC000319
TXN0000351,ACC000167
TXN0000352,ACC000260
TXN0000353,ACC000042
TXN0000354,ACC000156
TXN0000355,ACC000339
TXN0000356,ACC000350
TXN0000357,ACC000345
TXN0000358,ACC000297
TXN0000359,ACC000420
TXN0000360,ACC000533
TXN0000361,ACC000228
TXN0000362,ACC000592
TXN0000363,ACC000460
TXN0000364,ACC000469
TXN0000365,ACC000039
TXN0000366,ACC000300
TXN0000367,ACC000106
TXN0000368,ACC000106
TXN0000369,ACC000425
TXN0000370,ACC000488
TXN0000371,ACC000571
TXN0000372,ACC000550
TXN0000373,ACC000070
TXN0000374,ACC000368
TXN0000375,ACC000597
TXN0000376,ACC000431
TXN0000377,ACC000292
TXN0000378,ACC000409
TXN0000379,ACC000471
TXN0000380,ACC000238
TXN0000381,ACC000540
TXN0000382,ACC000400
TXN0000383,ACC000351
TXN0000384,ACC000389
TXN0000385,ACC000010
TXN0000386,ACC000304
TXN0000387,ACC000285
TXN0000388,ACC000527
TXN0000389,ACC000270
TXN0000390,ACC000441
TXN0000391,ACC000511
TXN0000392,ACC000233
TXN0000393,ACC000212
TXN0000394,ACC000191
TXN0000395,ACC000182
TXN0000396,ACC000072
TXN0000397,ACC000166
TXN0000398,ACC000290
TXN0000399,ACC000557
TXN0000400,ACC000338
TXN0000401,ACC000360
TXN0000402,ACC000547
TXN0000403,ACC000476
TXN0000404,ACC000448
TXN0000405,ACC000029
TXN0000406,ACC000010
TXN0000407,ACC000433
TXN0000408,ACC000165
TXN0000409,ACC000244
TXN0000410,ACC000268
TXN0000411,ACC000320
TXN0000412,ACC000596
TXN0000413,ACC000285
TXN0000414,ACC000163
TXN0000415,ACC000431
TXN0000416,ACC000281
TXN0000417,ACC000032
TXN0000418,ACC000499
TXN0000419,ACC000422
TXN0000420,ACC000024
TXN0000421,ACC000568
TXN0000422,ACC000330
TXN0000423,ACC000211
TXN0000424,ACC000060
TXN0000425,ACC000087
TXN0000426,ACC000131
TXN0000427,ACC000048
TXN0000428,ACC000230
TXN0000429,ACC000250
TXN0000430,ACC000589
TXN0000431,ACC000523
TXN0000432,ACC000029
TXN0000433,ACC000120
TXN0000434,ACC000247
TXN0000435,ACC000516
TXN0000436,ACC000510
TXN0000437,ACC000093
TXN0000438,ACC000384
TXN0000439,ACC000147
TXN0000440,ACC000557
TXN0000441,ACC000229
TXN0000442,ACC000253
TXN0000443,ACC000364
TXN0000444,ACC000434
TXN0000445,ACC000562
TXN0000446,ACC000054
TXN0000447,ACC000328
TXN0000448,ACC000561
TXN0000449,ACC000077
TXN0000450,ACC000039
TXN0000451,ACC000553
TXN0000452,ACC000017
TXN0000453,ACC000119
TXN0000454,ACC000374
TXN0000455,ACC000223
TXN0000456,ACC000211
TXN0000457,ACC000468
TXN0000458,ACC000286
TXN0000459,ACC000202
TXN0000460,ACC000333
TXN0000461,ACC000413
TXN0000462,ACC000469
TXN0000463,ACC000021
TXN0000464,ACC000132
TXN0000465,ACC000460
TXN0000466,ACC000502
TXN0000467,ACC000169
TXN0000468,ACC000523
TXN0000469,ACC000471
TXN0000470,ACC000072
TXN0000471,ACC000326
TXN0000472,ACC000390
TXN0000473,ACC000374
TXN0000474,ACC000441
TXN0000475,ACC000376
TXN0000476,ACC000473
TXN0000477,ACC000595
TXN0000478,ACC000302
TXN0000479,ACC000361
TXN0000480,ACC000506
TXN0000481,ACC000348
TXN0000482,ACC000581
TXN0000483,ACC000351
TXN0000484,ACC000583
TXN0000485,ACC000379
TXN0000486,ACC000376
TXN0000487,ACC000026
TXN0000488,ACC000350
TXN0000489,ACC000331
TXN0000490,ACC000245
TXN0000491,ACC000396
TXN0000492,ACC000137
TXN0000493,ACC000576
TXN0000494,ACC000084
TXN0000495,ACC000453
TXN0000496,ACC000117
TXN0000497,ACC000307
TXN0000498,ACC000526
TXN0000499,ACC000373
TXN0000500,ACC000293
TXN0000501,ACC000076
TXN0000502,ACC000572
TXN0000503,ACC000229
TXN0000504,ACC000353
TXN0000505,ACC000164
TXN0000506,ACC000320
TXN0000507,ACC000134
TXN0000508,ACC000375
TXN0000509,ACC000146
TXN0000510,ACC000063
TXN0000511,ACC000464
TXN0000512,ACC000542
TXN0000513,ACC000512
TXN0000514,ACC000167
TXN0000515,ACC000076
TXN0000516,ACC000403
TXN0000517,ACC000320
TXN0000518,ACC000098
TXN0000519,ACC000068
TXN0000520,ACC000189
TXN0000521,ACC000094
TXN0000522,ACC000306
TXN0000523,ACC000383
TXN0000524,ACC000503
TXN0000525,ACC000302
TXN0000526,ACC000302
TXN0000527,ACC000327
TXN0000528,ACC000152
TXN0000529,ACC000061
TXN0000530,ACC000209
TXN0000531,ACC000041
TXN0000532,ACC000138
TXN0000533,ACC000484
TXN0000534,ACC000394
TXN0000535,ACC000268
TXN0000536,ACC000474
TXN0000537,ACC000207
TXN0000538,ACC000026
TXN0000539,ACC000525
TXN0000540,ACC000560
TXN0000541,ACC000144
TXN0000542,ACC000307
TXN0000543,ACC000058
TXN0000544,ACC000193
TXN0000545,ACC000371
TXN0000546,ACC000247
TXN0000547,ACC000176
TXN0000548,ACC000093
TXN0000549,ACC000172
TXN0000550,ACC000291
TXN0000551,ACC000292
TXN0000552,ACC000009
TXN0000553,ACC000177
TXN0000554,ACC000596
TXN0000555,ACC000205
TXN0000556,ACC000446
TXN0000557,ACC000239
TXN0000558,ACC000296
TXN0000559,ACC000022
TXN0000560,ACC000589
TXN0000561,ACC000256
TXN0000562,ACC000092
TXN0000563,ACC000180
TXN0000564,ACC000090
TXN0000565,ACC000564
TXN0000566,ACC000039
TXN0000567,ACC000370
TXN0000568,ACC000168
TXN0000569,ACC000362
TXN0000570,ACC000489
TXN0000571,ACC000585
TXN0000572,ACC000324
TXN0000573,ACC000596
TXN0000574,ACC000581
TXN0000575,ACC000062
TXN0000576,ACC000027
TXN0000577,ACC000289
TXN0000578,ACC000489
TXN0000579,ACC000258
TXN0000580,ACC000090
TXN0000581,ACC000139
TXN0000582,ACC000242
TXN0000583,ACC000157
TXN0000584,ACC000332
TXN0000585,ACC000309
TXN0000586,ACC000416
TXN0000587,ACC000008
TXN0000588,ACC000088
TXN0000589,ACC000566
TXN0000590,ACC000089
TXN0000591,ACC000116
TXN0000592,ACC000208
TXN0000593,ACC000309
TXN0000594,ACC000238
TXN0000595,ACC000268
TXN0000596,ACC000514
TXN0000597,ACC000375
TXN0000598,ACC000484
TXN0000599,ACC000070
TXN0000600,ACC000206
TXN0000601,ACC000219
TXN0000602,ACC000442
TXN0000603,ACC000180
TXN0000604,ACC000472
TXN0000605,ACC000437
TXN0000606,ACC000559
TXN0000607,ACC000425
TXN0000608,ACC000089
TXN0000609,ACC000190
TXN0000610,ACC000505
TXN0000611,ACC000244
TXN0000612,ACC000297
TXN0000613,ACC000131
TXN0000614,ACC000118
TXN0000615,ACC000119
TXN0000616,ACC000154
TXN0000617,ACC000026
TXN0000618,ACC000169
TXN0000619,ACC000088
TXN0000620,ACC000208
TXN0000621,ACC000514
TXN0000622,ACC000085
TXN0000623,ACC000229
TXN0000624,ACC000040
TXN0000625,ACC000094
TXN0000626,ACC000296
TXN0000627,ACC000312
TXN0000628,ACC000573
TXN0000629,ACC000035
TXN0000630,ACC000166
TXN0000631,ACC000538
TXN0000632,ACC000051
TXN0000633,ACC000569
TXN0000634,ACC000558
TXN0000635,ACC000540
TXN0000636,ACC000071
TXN0000637,ACC000592
TXN0000638,ACC000388
TXN0000639,ACC000422
TXN0000640,ACC000309
TXN0000641,ACC000369
TXN0000642,ACC000161
TXN0000643,ACC000192
TXN0000644,ACC000119
TXN0000645,ACC000586
TXN0000646,ACC000110
TXN0000647,ACC000589
TXN0000648,ACC000036
TXN0000649,ACC000525
TXN0000650,ACC000157
TXN0000651,ACC000071
TXN0000652,ACC000222
TXN0000653,ACC000196
TXN0000654,ACC000328
TXN0000655,ACC000401
TXN0000656,ACC000575
TXN0000657,ACC000211
TXN0000658,ACC000096
TXN0000659,ACC000452
TXN0000660,ACC000155
TXN0000661,ACC000239
TXN0000662,ACC000441
TXN0000663,ACC000408
TXN0000664,ACC000500
TXN0000665,ACC000055
TXN0000666,ACC000307
TXN0000667,ACC000070
TXN0000668,ACC000495
TXN0000669,ACC000087
TXN0000670,ACC000011
TXN0000671,ACC000222
TXN0000672,ACC000561
TXN0000673,ACC000576
TXN0000674,ACC000094
TXN0000675,ACC000117
TXN0000676,ACC000518
TXN0000677,ACC000490
TXN0000678,ACC000297
TXN0000679,ACC000036
TXN0000680,ACC000328
TXN0000681,ACC000030
TXN0000682,ACC000114
TXN0000683,ACC000244
TXN0000684,ACC000210
TXN0000685,ACC000162
TXN0000686,ACC000023
TXN0000687,ACC000254
TXN0000688,ACC000278
TXN0000689,ACC000269
TXN0000690,ACC000376
TXN0000691,ACC000440
TXN0000692,ACC000028
TXN0000693,ACC000504
TXN0000694,ACC000078
TXN0000695,ACC000262
TXN0000696,ACC000531
TXN0000697,ACC000486
TXN0000698,ACC000400
TXN0000699,ACC000353
TXN0000700,ACC000059
TXN0000701,ACC000507
TXN0000702,ACC000464
TXN0000703,ACC000355
TXN0000704,ACC000157
TXN0000705,ACC000366
TXN0000706,ACC000470
TXN0000707,ACC000155
TXN0000708,ACC000231
TXN0000709,ACC000077
TXN0000710,ACC000386
TXN0000711,ACC000213
TXN0000712,ACC000120
TXN0000713,ACC000403
TXN0000714,ACC000026
TXN0000715,ACC000200
TXN0000716,ACC000509
TXN0000717,ACC000515
TXN0000718,ACC000078
TXN0000719,ACC000095
TXN0000720,ACC000056
TXN0000721,ACC000323
TXN0000722,ACC000450
TXN0000723,ACC000031
TXN0000724,ACC000192
TXN0000725,ACC000587
TXN0000726,ACC000388
TXN0000727,ACC000210
TXN0000728,ACC000061
TXN0000729,ACC000434
TXN0000730,ACC000408
TXN0000731,ACC000472
TXN0000732,ACC000023
TXN0000733,ACC000013
TXN0000734,ACC000353
TXN0000735,ACC000287
TXN0000736,ACC000412
TXN0000737,ACC000406
TXN0000738,ACC000406
TXN0000739,ACC000251
TXN0000740,ACC000140
TXN0000741,ACC000253
TXN0000742,ACC000223
TXN0000743,ACC000472
TXN0000744,ACC000060
TXN0000745,ACC000029
TXN0000746,ACC000504
TXN0000747,ACC000110
TXN0000748,ACC000325
TXN0000749,ACC000535
TXN0000750,ACC000009
TXN0000751,ACC000027
TXN0000752,ACC000593
TXN0000753,ACC000507
TXN0000754,ACC000067
TXN0000755,ACC000280
TXN0000756,ACC000049
TXN0000757,ACC000572
TXN0000758,ACC000430
TXN0000759,ACC000202
TXN0000760,ACC000255
TXN0000761,ACC000186
TXN0000762,ACC000221
TXN0000763,ACC000305
TXN0000764,ACC000220
TXN0000765,ACC000031
TXN0000766,ACC000415
TXN0000767,ACC000345
TXN0000768,ACC000547
TXN0000769,ACC000502
TXN0000770,ACC000300
TXN0000771,ACC000292
TXN0000772,ACC000554
TXN0000773,ACC000538
TXN0000774,ACC000565
TXN0000775,ACC000197
TXN0000776,ACC000175
TXN0000777,ACC000249
TXN0000778,ACC000479
TXN0000779,ACC000343
TXN0000780,ACC000005
TXN0000781,ACC000591
TXN0000782,ACC000504
TXN0000783,ACC000190
TXN0000784,ACC000145
TXN0000785,ACC000537
TXN0000786,ACC000332
TXN0000787,ACC000554
TXN0000788,ACC000144
TXN0000789,ACC000382
TXN0000790,ACC000563
TXN0000791,ACC000345
TXN0000792,ACC000280
TXN0000793,ACC000364
TXN0000794,ACC000323
TXN0000795,ACC000115
TXN0000796,ACC000216
TXN0000797,ACC000117
TXN0000798,ACC000589
TXN0000799,ACC000430
TXN0000800,ACC000024
TXN0000801,ACC000219
TXN0000802,ACC000318
TXN0000803,ACC000531
TXN0000804,ACC000169
TXN0000805,ACC000240
TXN0000806,ACC000438
TXN0000807,ACC000507
TXN0000808,ACC000555
TXN0000809,ACC000574
TXN0000810,ACC000211
TXN0000811,ACC000560
TXN0000812,ACC000500
TXN0000813,ACC000200
TXN0000814,ACC000405
TXN0000815,ACC000576
TXN0000816,ACC000197
TXN0000817,ACC000148
TXN0000818,ACC000246
TXN0000819,ACC000544
TXN0000820,ACC000017
TXN0000821,ACC000033
TXN0000822,ACC000264
TXN0000823,ACC000241
TXN0000824,ACC000421
TXN0000825,ACC000261
TXN0000826,ACC000449
TXN0000827,ACC000372
TXN0000828,ACC000531
TXN0000829,ACC000318
TXN0000830,ACC000423
TXN0000831,ACC000431
TXN0000832,ACC000280
TXN0000833,ACC000529
TXN0000834,ACC000441
TXN0000835,ACC000491
TXN0000836,ACC000272
TXN0000837,ACC000100
TXN0000838,ACC000402
TXN0000839,ACC000236
TXN0000840,ACC000502
TXN0000841,ACC000090
TXN0000842,ACC000133
TXN0000843,ACC000039
TXN0000844,ACC000409
TXN0000845,ACC000233
TXN0000846,ACC000108
TXN0000847,ACC000468
TXN0000848,ACC000340
TXN0000849,ACC000353
TXN0000850,ACC000172
TXN0000851,ACC000588
TXN0000852,ACC000452
TXN0000853,ACC000492
TXN0000854,ACC000409
TXN0000855,ACC000038
TXN0000856,ACC000124
TXN0000857,ACC000266
TXN0000858,ACC000366
TXN0000859,ACC000525
TXN0000860,ACC000309
TXN0000861,ACC000004
TXN0000862,ACC000525
TXN0000863,ACC000105
TXN0000864,ACC000113
TXN0000865,ACC000275
TXN0000866,ACC000259
TXN0000867,ACC000081
TXN0000868,ACC000378
TXN0000869,ACC000449
TXN0000870,ACC000182
TXN0000871,ACC000557
TXN0000872,ACC000115
TXN0000873,ACC000319
TXN0000874,ACC000219
TXN0000875,ACC000388
TXN0000876,ACC000070
TXN0000877,ACC000074
TXN0000878,ACC000424
TXN0000879,ACC000551
TXN0000880,ACC000390
TXN0000881,ACC000121
TXN0000882,ACC000104
TXN0000883,ACC000314
TXN0000884,ACC000395
TXN0000885,ACC000031
TXN0000886,ACC000203
TXN0000887,ACC000384
TXN0000888,ACC000077
TXN0000889,ACC000091
TXN0000890,ACC000528
TXN0000891,ACC000170
TXN0000892,ACC000409
TXN0000893,ACC000022
TXN0000894,ACC000340
TXN0000895,ACC000349
TXN0000896,ACC000347
TXN0000897,ACC000276
TXN0000898,ACC000388
TXN0000899,ACC000359
TXN0000900,ACC000264
TXN0000901,ACC000179
TXN0000902,ACC000407
TXN0000903,ACC000512
TXN0000904,ACC000252
TXN0000905,ACC000388
TXN0000906,ACC000518
TXN0000907,ACC000261
TXN0000908,ACC000237
TXN0000909,ACC000511
TXN0000910,ACC000462
TXN0000911,ACC000091
TXN0000912,ACC000273
TXN0000913,ACC000027
TXN0000914,ACC000203
TXN0000915,ACC000297
TXN0000916,ACC000279
TXN0000917,ACC000322
TXN0000918,ACC000287
TXN0000919,ACC000346
TXN0000920,ACC000580
TXN0000921,ACC000362
TXN0000922,ACC000420
TXN0000923,ACC000434
TXN0000924,ACC000029
TXN0000925,ACC000009
TXN0000926,ACC000236
TXN0000927,ACC000007
TXN0000928,ACC000088
TXN0000929,ACC000094
TXN0000930,ACC000423
TXN0000931,ACC000140
TXN0000932,ACC000155
TXN0000933,ACC000508
TXN0000934,ACC000153
TXN0000935,ACC000225
TXN0000936,ACC000535
TXN0000937,ACC000385
TXN0000938,ACC000482
TXN0000939,ACC000273
TXN0000940,ACC000128
TXN0000941,ACC000101
TXN0000942,ACC000455
TXN0000943,ACC000212
TXN0000944,ACC000399
TXN0000945,ACC000543
TXN0000946,ACC000237
TXN0000947,ACC000547
TXN0000948,ACC000376
TXN0000949,ACC000056
TXN0000950,ACC000594
TXN0000951,ACC000332
TXN0000952,ACC000461
TXN0000953,ACC000021
TXN0000954,ACC000599
TXN0000955,ACC000198
TXN0000956,ACC000264
TXN0000957,ACC000030
TXN0000958,ACC000587
TXN0000959,ACC000087
TXN0000960,ACC000416
TXN0000961,ACC000369
TXN0000962,ACC000033
TXN0000963,ACC000556
TXN0000964,ACC000116
TXN0000965,ACC000071
TXN0000966,ACC000193
TXN0000967,ACC000421
TXN0000968,ACC000265
TXN0000969,ACC000019
TXN0000970,ACC000246
TXN0000971,ACC000281
TXN0000972,ACC000540
TXN0000973,ACC000257
TXN0000974,ACC000575
TXN0000975,ACC000278
TXN0000976,ACC000193
TXN0000977,ACC000485
TXN0000978,ACC000474
TXN0000979,ACC000034
TXN0000980,ACC000015
TXN0000981,ACC000430
TXN0000982,ACC000176
TXN0000983,ACC000498
TXN0000984,ACC000584
TXN0000985,ACC000338
TXN0000986,ACC000590
TXN0000987,ACC000343
TXN0000988,ACC000127
TXN0000989,ACC000312
TXN0000990,ACC000185
TXN0000991,ACC000363
TXN0000992,ACC000261
TXN0000993,ACC000291
TXN0000994,ACC000396
TXN0000995,ACC000438
TXN0000996,ACC000589
TXN0000997,ACC000337
TXN0000998,ACC000300
TXN0000999,ACC000141
TXN0001000,ACC000086
TXN0001001,ACC000487
TXN0001002,ACC000362
TXN0001003,ACC000445
TXN0001004,ACC000133
TXN0001005,ACC000486
TXN0001006,ACC000351
TXN0001007,ACC000172
TXN0001008,ACC000512
TXN0001009,ACC000007
TXN0001010,ACC000012
TXN0001011,ACC000114
TXN0001012,ACC000424
TXN0001013,ACC000068
TXN0001014,ACC000457
TXN0001015,ACC000209
TXN0001016,ACC000277
TXN0001017,ACC000313
TXN0001018,ACC000472
TXN0001019,ACC000593
TXN0001020,ACC000291
TXN0001021,ACC000326
TXN0001022,ACC000599
TXN0001023,ACC000188
TXN0001024,ACC000239
TXN0001025,ACC000320
TXN0001026,ACC000120
TXN0001027,ACC000419
TXN0001028,ACC000217
TXN0001029,ACC000564
TXN0001030,ACC000233
TXN0001031,ACC000166
TXN0001032,ACC000432
TXN0001033,ACC000285
TXN0001034,ACC000526
TXN0001035,ACC000498
TXN0001036,ACC000093
TXN0001037,ACC000047
TXN0001038,ACC000054
TXN0001039,ACC000092
TXN0001040,ACC000455
TXN0001041,ACC000013
TXN0001042,ACC000476
TXN0001043,ACC000569
TXN0001044,ACC000105
TXN0001045,ACC000128
TXN0001046,ACC000290
TXN0001047,ACC000345
TXN0001048,ACC000459
TXN0001049,ACC000414
TXN0001050,ACC000076
TXN0001051,ACC000245
TXN0001052,ACC000041
TXN0001053,ACC000277
TXN0001054,ACC000579
TXN0001055,ACC000308
TXN0001056,ACC000572
TXN0001057,ACC000288
TXN0001058,ACC000092
TXN0001059,ACC000295
TXN0001060,ACC000177
TXN0001061,ACC000251
TXN0001062,ACC000320
TXN0001063,ACC000359
TXN0001064,ACC000153
TXN0001065,ACC000554
TXN0001066,ACC000206
TXN0001067,ACC000218
TXN0001068,ACC000494
TXN0001069,ACC000173
TXN0001070,ACC000547
TXN0001071,ACC000483
TXN0001072,ACC000367
TXN0001073,ACC000415
TXN0001074,ACC000503
